Tarih,Kategori,Bölge,Kanal,Müşteri Segmenti,Birim Fiyat,Adet,İndirim Oranı,Net Ciro,Kâr
2024-05-28,Giyim,Marmara,Web Sitesi,Sadık Müşteri,940.24,1,0.0,940.24,300.88
2024-05-28,Kozmetik,Karadeniz,Mobil Uygulama,Sadık Müşteri,502.19,1,0.0,502.19,190.83
2024-05-28,Ev & Yaşam,Marmara,Mobil Uygulama,Sadık Müşteri,1513.94,1,0.1,1362.54,354.26
2024-05-28,Ev & Yaşam,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Sadık Müşteri,1700.52,1,0.0,1700.52,442.14
2024-05-28,Giyim,Akdeniz,Web Sitesi,Kayıtlı Müşteri,410.78,3,0.1,1109.1,354.91
2024-05-28,Spor & Outdoor,Marmara,Mobil Uygulama,Sadık Müşteri,2709.74,1,0.05,2574.25,566.34
2024-05-28,Kozmetik,Marmara,Web Sitesi,Kayıtlı Müşteri,547.87,3,0.0,1643.62,624.58
2024-05-28,Giyim,Ege,Mobil Uygulama,Yeni Müşteri,212.27,2,0.0,424.54,135.85
2024-05-28,Giyim,Marmara,Mobil Uygulama,Kayıtlı Müşteri,664.57,1,0.05,631.35,202.03
2024-05-28,Elektronik,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,12000.0,1,0.05,11400.0,1596.0
2024-05-28,Spor & Outdoor,Marmara,Mobil Uygulama,Kayıtlı Müşteri,3326.12,1,0.0,3326.12,731.75
2024-05-28,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,1267.98,1,0.0,1267.98,329.67
2024-05-28,Elektronik,Marmara,Web Sitesi,Kayıtlı Müşteri,6363.15,2,0.0,12726.31,1781.68
2024-05-28,Giyim,Marmara,Mobil Uygulama,Yeni Müşteri,899.88,2,0.1,1619.78,518.33
2024-05-28,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,2329.71,1,0.0,2329.71,605.72
2024-05-28,Kozmetik,Karadeniz,Mobil Uygulama,Yeni Müşteri,900.0,1,0.0,900.0,342.0
2024-05-28,Elektronik,Akdeniz,Web Sitesi,Kayıtlı Müşteri,4836.42,1,0.05,4594.6,643.24
2024-05-28,Spor & Outdoor,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,1982.73,1,0.05,1883.59,414.39
2024-05-28,Spor & Outdoor,Karadeniz,Mobil Uygulama,Yeni Müşteri,2080.66,1,0.05,1976.63,434.86
2024-05-28,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Sadık Müşteri,1601.23,1,0.05,1521.17,395.5
2024-05-28,Giyim,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,1200.0,2,0.0,2400.0,768.0
2024-05-28,Giyim,Marmara,Mobil Uygulama,Sadık Müşteri,506.0,3,0.0,1518.0,485.76
2024-05-28,Elektronik,Marmara,Web Sitesi,Yeni Müşteri,9023.14,1,0.1,8120.83,1136.92
2024-05-28,Spor & Outdoor,İç Anadolu,Web Sitesi,Yeni Müşteri,1556.96,1,0.0,1556.96,342.53
2024-05-28,Elektronik,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,6078.75,1,0.1,5470.88,765.92
2024-05-28,Giyim,İç Anadolu,Web Sitesi,Yeni Müşteri,482.35,1,0.0,482.35,154.35
2024-05-28,Ev & Yaşam,İç Anadolu,Web Sitesi,Yeni Müşteri,1391.34,1,0.05,1321.78,343.66
2024-05-28,Elektronik,Marmara,Web Sitesi,Yeni Müşteri,2490.52,1,0.05,2366.0,331.24
2024-05-28,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,3521.9,2,0.1,6339.42,1648.25
2024-05-28,Kozmetik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Yeni Müşteri,499.32,1,0.05,474.35,180.25
2024-05-28,Kozmetik,Akdeniz,Web Sitesi,Kayıtlı Müşteri,460.24,1,0.0,460.24,174.89
2024-05-28,Giyim,Marmara,Web Sitesi,Sadık Müşteri,494.74,1,0.0,494.74,158.32
2024-05-28,Elektronik,Marmara,Web Sitesi,Kayıtlı Müşteri,5855.06,1,0.0,5855.06,819.71
2024-05-28,Kitap & Kırtasiye,Doğu & Güneydoğu Anadolu,Web Sitesi,Yeni Müşteri,142.74,2,0.0,285.49,57.1
2024-05-28,Giyim,Ege,Web Sitesi,Yeni Müşteri,780.03,2,0.0,1560.07,499.22
2024-05-28,Giyim,Ege,Web Sitesi,Yeni Müşteri,903.88,1,0.05,858.68,274.78
2024-05-28,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,6936.14,1,0.0,6936.14,971.06
2024-05-28,Ev & Yaşam,Marmara,Mobil Uygulama,Kayıtlı Müşteri,1257.81,1,0.0,1257.81,327.03
2024-05-28,Kitap & Kırtasiye,Doğu & Güneydoğu Anadolu,Web Sitesi,Yeni Müşteri,400.0,2,0.0,800.0,160.0
2024-05-28,Ev & Yaşam,Ege,Mobil Uygulama,Sadık Müşteri,1212.99,1,0.0,1212.99,315.38
2024-05-28,Giyim,İç Anadolu,Web Sitesi,Sadık Müşteri,717.86,1,0.1,646.08,206.74
2024-05-28,Elektronik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Kayıtlı Müşteri,7325.44,1,0.0,7325.44,1025.56
2024-05-28,Kozmetik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,266.88,1,0.1,240.19,91.27
2024-05-28,Giyim,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,193.84,1,0.0,193.84,62.03
2024-05-28,Elektronik,Doğu & Güneydoğu Anadolu,Web Sitesi,Sadık Müşteri,9258.3,1,0.0,9258.3,1296.16
2024-05-28,Giyim,Marmara,Mobil Uygulama,Kayıtlı Müşteri,1172.01,1,0.0,1172.01,375.04
2024-05-28,Kozmetik,Marmara,Mobil Uygulama,Sadık Müşteri,447.59,1,0.0,447.59,170.08
2024-05-28,Elektronik,Karadeniz,Web Sitesi,Sadık Müşteri,11152.73,1,0.05,10595.1,1483.31
2024-05-28,Elektronik,Ege,Web Sitesi,Kayıtlı Müşteri,5311.85,1,0.0,5311.85,743.66
2024-05-28,Kozmetik,Marmara,Mobil Uygulama,Yeni Müşteri,464.53,2,0.0,929.05,353.04
2024-05-28,Giyim,Marmara,Mobil Uygulama,Sadık Müşteri,1129.31,1,0.0,1129.31,361.38
2024-05-28,Giyim,Marmara,Web Sitesi,Kayıtlı Müşteri,1200.0,1,0.1,1080.0,345.6
2024-05-28,Elektronik,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,9818.28,1,0.0,9818.28,1374.56
2024-05-28,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,9075.41,2,0.0,18150.83,2541.12
2024-05-28,Elektronik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,7333.97,1,0.1,6600.57,924.08
2024-05-28,Kozmetik,Ege,Web Sitesi,Kayıtlı Müşteri,688.2,1,0.0,688.2,261.52
2024-05-28,Elektronik,Akdeniz,Web Sitesi,Kayıtlı Müşteri,11367.62,3,0.0,34102.85,4774.4
2024-05-28,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Yeni Müşteri,1549.38,1,0.0,1549.38,340.86
2024-05-28,Giyim,Ege,Web Sitesi,Kayıtlı Müşteri,455.57,1,0.0,455.57,145.78
2024-05-28,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Yeni Müşteri,3694.47,1,0.0,3694.47,960.56
2024-05-28,Elektronik,Marmara,Web Sitesi,Kayıtlı Müşteri,5745.53,1,0.0,5745.53,804.37
2024-05-28,Kitap & Kırtasiye,Karadeniz,Web Sitesi,Yeni Müşteri,234.0,1,0.0,234.0,46.8
2024-05-28,Ev & Yaşam,Marmara,Mobil Uygulama,Kayıtlı Müşteri,1337.63,1,0.1,1203.87,313.01
2024-05-28,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,6717.01,1,0.0,6717.01,940.38
2024-05-28,Ev & Yaşam,Ege,Web Sitesi,Sadık Müşteri,1946.17,3,0.0,5838.52,1518.02
2024-05-28,Ev & Yaşam,İç Anadolu,Web Sitesi,Sadık Müşteri,2113.04,1,0.0,2113.04,549.39
2024-05-28,Kozmetik,Marmara,Mobil Uygulama,Yeni Müşteri,661.25,1,0.0,661.25,251.28
2024-05-28,Ev & Yaşam,Marmara,Web Sitesi,Yeni Müşteri,3379.29,3,0.05,9630.97,2504.05
2024-05-28,Ev & Yaşam,Marmara,Mobil Uygulama,Sadık Müşteri,1207.15,1,0.1,1086.43,282.47
2024-05-28,Giyim,Ege,Mobil Uygulama,Sadık Müşteri,1200.0,1,0.05,1140.0,364.8
2024-05-28,Kitap & Kırtasiye,Marmara,Mobil Uygulama,Kayıtlı Müşteri,113.23,1,0.0,113.23,22.65
2024-05-28,Ev & Yaşam,Karadeniz,Web Sitesi,Kayıtlı Müşteri,2836.14,1,0.0,2836.14,737.4
2024-05-28,Kozmetik,İç Anadolu,Web Sitesi,Yeni Müşteri,418.75,1,0.0,418.75,159.13
2024-05-28,Giyim,Akdeniz,Web Sitesi,Kayıtlı Müşteri,428.94,2,0.05,814.98,260.8
2024-05-28,Elektronik,Akdeniz,Mobil Uygulama,Sadık Müşteri,9985.32,1,0.0,9985.32,1397.95
2024-05-28,Kitap & Kırtasiye,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,217.07,1,0.0,217.07,43.41
2024-05-28,Elektronik,Karadeniz,Web Sitesi,Sadık Müşteri,5506.68,2,0.0,11013.36,1541.87
2024-05-28,Giyim,Ege,Mobil Uygulama,Yeni Müşteri,775.81,1,0.0,775.81,248.26
2024-05-28,Elektronik,Akdeniz,Web Sitesi,Yeni Müşteri,2865.09,1,0.0,2865.09,401.11
2024-05-28,Spor & Outdoor,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,3107.13,2,0.0,6214.26,1367.14
2024-05-28,Elektronik,Marmara,Web Sitesi,Sadık Müşteri,3864.49,1,0.05,3671.26,513.98
2024-05-28,Elektronik,İç Anadolu,Mobil Uygulama,Sadık Müşteri,3482.61,3,0.1,9403.03,1316.42
2024-05-28,Elektronik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,3539.93,1,0.0,3539.93,495.59
2024-05-28,Elektronik,Marmara,Web Sitesi,Yeni Müşteri,4928.69,1,0.0,4928.69,690.02
2024-05-28,Kitap & Kırtasiye,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,287.41,1,0.1,258.67,51.73
2024-05-28,Kozmetik,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,438.47,1,0.0,438.47,166.62
2024-05-28,Ev & Yaşam,Doğu & Güneydoğu Anadolu,Web Sitesi,Sadık Müşteri,2008.27,1,0.0,2008.27,522.15
2024-05-28,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,1279.52,1,0.0,1279.52,281.49
2024-05-28,Giyim,Akdeniz,Mobil Uygulama,Yeni Müşteri,839.19,2,0.0,1678.39,537.08
2024-05-28,Ev & Yaşam,Marmara,Web Sitesi,Kayıtlı Müşteri,3708.17,1,0.1,3337.35,867.71
2024-05-28,Kozmetik,Ege,Web Sitesi,Kayıtlı Müşteri,648.87,1,0.1,583.98,221.91
2024-05-28,Giyim,Akdeniz,Mobil Uygulama,Sadık Müşteri,352.13,1,0.0,352.13,112.68
2024-05-28,Spor & Outdoor,Karadeniz,Web Sitesi,Kayıtlı Müşteri,1376.03,1,0.05,1307.23,287.59
2024-05-28,Kozmetik,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,652.17,1,0.0,652.17,247.83
2024-05-28,Kozmetik,İç Anadolu,Mobil Uygulama,Sadık Müşteri,396.86,1,0.0,396.86,150.81
2024-05-28,Ev & Yaşam,Marmara,Web Sitesi,Yeni Müşteri,3090.8,1,0.05,2936.26,763.43
2024-05-28,Kozmetik,Marmara,Web Sitesi,Yeni Müşteri,367.84,2,0.0,735.69,279.56
2024-05-28,Giyim,Karadeniz,Web Sitesi,Kayıtlı Müşteri,338.93,1,0.0,338.93,108.46
2024-05-28,Elektronik,Ege,Mobil Uygulama,Kayıtlı Müşteri,12000.0,1,0.0,12000.0,1680.0
2024-05-28,Giyim,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,487.53,1,0.05,463.15,148.21
2024-05-28,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,3453.94,1,0.05,3281.25,853.12
2024-05-28,Spor & Outdoor,Karadeniz,Web Sitesi,Kayıtlı Müşteri,1906.5,1,0.0,1906.5,419.43
2024-05-28,Kozmetik,Marmara,Mobil Uygulama,Yeni Müşteri,753.63,1,0.0,753.63,286.38
2024-05-28,Giyim,Marmara,Web Sitesi,Kayıtlı Müşteri,699.68,1,0.0,699.68,223.9
2024-05-28,Kozmetik,Karadeniz,Mobil Uygulama,Kayıtlı Müşteri,567.87,1,0.05,539.48,205.0
2024-05-28,Kitap & Kırtasiye,Karadeniz,Mobil Uygulama,Sadık Müşteri,303.09,1,0.05,287.93,57.59
2024-05-28,Spor & Outdoor,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,870.91,1,0.0,870.91,191.6
2024-05-28,Elektronik,İç Anadolu,Mobil Uygulama,Sadık Müşteri,6511.89,2,0.1,11721.39,1641.0
2024-05-28,Giyim,Marmara,Mobil Uygulama,Kayıtlı Müşteri,517.08,3,0.1,1396.13,446.76
2024-05-28,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,4284.97,1,0.1,3856.47,539.91
2024-05-28,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,5412.0,2,0.0,10824.0,1515.36
2024-05-28,Giyim,Marmara,Web Sitesi,Yeni Müşteri,479.85,1,0.0,479.85,153.55
2024-05-28,Kitap & Kırtasiye,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Sadık Müşteri,190.58,1,0.0,190.58,38.12
2024-05-28,Elektronik,Ege,Mobil Uygulama,Yeni Müşteri,6886.24,1,0.0,6886.24,964.07
2024-05-28,Elektronik,Marmara,Web Sitesi,Sadık Müşteri,4136.93,1,0.0,4136.93,579.17
2024-05-28,Elektronik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,5397.2,1,0.0,5397.2,755.61
2024-05-28,Kitap & Kırtasiye,İç Anadolu,Mobil Uygulama,Yeni Müşteri,221.41,1,0.1,199.27,39.85
2024-05-28,Kozmetik,İç Anadolu,Web Sitesi,Yeni Müşteri,366.78,1,0.0,366.78,139.38
2024-05-28,Spor & Outdoor,Marmara,Web Sitesi,Kayıtlı Müşteri,1628.41,1,0.05,1546.99,340.34
2024-05-28,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,2472.12,1,0.05,2348.51,610.61
2024-05-28,Spor & Outdoor,Marmara,Mobil Uygulama,Yeni Müşteri,3118.37,1,0.1,2806.53,617.44
2024-05-28,Spor & Outdoor,Akdeniz,Mobil Uygulama,Yeni Müşteri,1571.67,1,0.05,1493.08,328.48
2024-05-28,Ev & Yaşam,İç Anadolu,Web Sitesi,Yeni Müşteri,1980.64,1,0.0,1980.64,514.97
2024-05-28,Ev & Yaşam,Marmara,Web Sitesi,Yeni Müşteri,1617.47,1,0.0,1617.47,420.54
2024-05-28,Giyim,İç Anadolu,Web Sitesi,Yeni Müşteri,931.48,2,0.05,1769.81,566.34
2024-05-28,Elektronik,Akdeniz,Web Sitesi,Kayıtlı Müşteri,4379.29,1,0.1,3941.36,551.79
2024-05-28,Giyim,Akdeniz,Web Sitesi,Yeni Müşteri,482.39,2,0.05,916.54,293.29
2024-05-28,Kitap & Kırtasiye,İç Anadolu,Web Sitesi,Yeni Müşteri,283.2,2,0.05,538.09,107.62
2024-05-28,Kozmetik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,718.15,1,0.0,718.15,272.9
2024-05-28,Elektronik,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,5227.63,1,0.05,4966.25,695.28
2024-05-28,Giyim,Akdeniz,Mobil Uygulama,Sadık Müşteri,587.02,1,0.0,587.02,187.85
2024-05-28,Elektronik,Karadeniz,Mobil Uygulama,Yeni Müşteri,12000.0,1,0.0,12000.0,1680.0
2024-05-28,Ev & Yaşam,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,1587.55,1,0.0,1587.55,412.76
2024-05-28,Elektronik,Ege,Web Sitesi,Sadık Müşteri,5218.55,1,0.0,5218.55,730.6
2024-05-28,Spor & Outdoor,Karadeniz,Web Sitesi,Kayıtlı Müşteri,2749.52,2,0.0,5499.04,1209.79
2024-05-28,Giyim,Marmara,Web Sitesi,Kayıtlı Müşteri,1200.0,1,0.05,1140.0,364.8
2024-05-28,Kitap & Kırtasiye,İç Anadolu,Web Sitesi,Sadık Müşteri,208.98,1,0.0,208.98,41.8
2024-05-28,Kozmetik,Marmara,Web Sitesi,Sadık Müşteri,800.2,3,0.0,2400.59,912.22
2024-05-28,Spor & Outdoor,Marmara,Mobil Uygulama,Sadık Müşteri,1097.75,1,0.0,1097.75,241.51
2024-05-28,Kozmetik,Akdeniz,Web Sitesi,Yeni Müşteri,440.23,2,0.0,880.46,334.57
2024-05-28,Kozmetik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,595.7,1,0.1,536.13,203.73
2024-05-28,Giyim,Marmara,Mobil Uygulama,Yeni Müşteri,373.78,1,0.0,373.78,119.61
2024-05-28,Giyim,İç Anadolu,Mobil Uygulama,Yeni Müşteri,505.46,1,0.0,505.46,161.75
2024-05-28,Giyim,Ege,Mobil Uygulama,Yeni Müşteri,1200.0,1,0.05,1140.0,364.8
2024-05-28,Giyim,İç Anadolu,Mobil Uygulama,Yeni Müşteri,553.36,1,0.05,525.69,168.22
2024-05-28,Giyim,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,803.33,1,0.0,803.33,257.07
2024-05-28,Ev & Yaşam,Ege,Mobil Uygulama,Yeni Müşteri,3252.2,1,0.0,3252.2,845.57
2024-05-28,Spor & Outdoor,Ege,Web Sitesi,Yeni Müşteri,1079.33,1,0.0,1079.33,237.45
2024-05-28,Elektronik,Marmara,Web Sitesi,Kayıtlı Müşteri,12000.0,1,0.05,11400.0,1596.0
2024-05-28,Kitap & Kırtasiye,Ege,Web Sitesi,Kayıtlı Müşteri,400.0,2,0.0,800.0,160.0
2024-05-28,Elektronik,Akdeniz,Web Sitesi,Kayıtlı Müşteri,7586.78,1,0.0,7586.78,1062.15
2024-05-28,Ev & Yaşam,Marmara,Mobil Uygulama,Sadık Müşteri,1771.03,1,0.05,1682.48,437.44
2024-05-28,Kozmetik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,783.44,1,0.0,783.44,297.71
2024-05-28,Giyim,Marmara,Mobil Uygulama,Sadık Müşteri,934.3,1,0.0,934.3,298.98
2024-05-28,Giyim,Marmara,Web Sitesi,Sadık Müşteri,594.39,2,0.05,1129.35,361.39
2024-05-28,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,3404.98,1,0.0,3404.98,476.7
2024-05-28,Kozmetik,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,273.55,1,0.0,273.55,103.95
2024-05-28,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,7815.58,2,0.05,14849.61,2078.95
2024-05-28,Spor & Outdoor,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,1128.07,2,0.0,2256.13,496.35
2024-05-28,Elektronik,Marmara,Web Sitesi,Yeni Müşteri,12000.0,1,0.0,12000.0,1680.0
2024-05-28,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,6463.14,1,0.0,6463.14,904.84
2024-05-28,Kitap & Kırtasiye,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,400.0,1,0.0,400.0,80.0
2024-05-28,Kozmetik,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,232.73,1,0.0,232.73,88.44
2024-05-28,Kozmetik,Ege,Web Sitesi,Kayıtlı Müşteri,486.48,1,0.0,486.48,184.86
2024-05-28,Ev & Yaşam,Marmara,Web Sitesi,Kayıtlı Müşteri,2106.77,1,0.0,2106.77,547.76
2024-05-28,Giyim,Marmara,Web Sitesi,Yeni Müşteri,691.61,1,0.0,691.61,221.32
2024-05-28,Ev & Yaşam,Ege,Mobil Uygulama,Yeni Müşteri,1354.98,2,0.05,2574.47,669.36
2024-05-28,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,9945.64,1,0.0,9945.64,1392.39
2024-05-28,Elektronik,İç Anadolu,Web Sitesi,Sadık Müşteri,6385.02,1,0.0,6385.02,893.9
2024-05-28,Kozmetik,Ege,Web Sitesi,Sadık Müşteri,515.29,1,0.0,515.29,195.81
2024-05-28,Spor & Outdoor,Marmara,Web Sitesi,Kayıtlı Müşteri,1247.06,1,0.0,1247.06,274.35
2024-05-28,Elektronik,Marmara,Web Sitesi,Sadık Müşteri,12000.0,1,0.0,12000.0,1680.0
2024-05-28,Giyim,Ege,Mobil Uygulama,Yeni Müşteri,541.4,2,0.0,1082.8,346.5
2024-05-28,Kitap & Kırtasiye,Ege,Mobil Uygulama,Sadık Müşteri,361.44,3,0.0,1084.31,216.86
2024-05-28,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,8677.59,1,0.05,8243.71,1154.12
2024-05-28,Kozmetik,Marmara,Mobil Uygulama,Sadık Müşteri,224.42,1,0.0,224.42,85.28
2024-05-28,Giyim,İç Anadolu,Mobil Uygulama,Yeni Müşteri,406.19,2,0.0,812.38,259.96
2024-05-28,Giyim,Karadeniz,Web Sitesi,Yeni Müşteri,486.77,2,0.0,973.53,311.53
2024-05-28,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,1128.97,1,0.05,1072.53,278.86
2024-05-28,Elektronik,İç Anadolu,Mobil Uygulama,Sadık Müşteri,6782.64,1,0.0,6782.64,949.57
2024-05-28,Kitap & Kırtasiye,Akdeniz,Web Sitesi,Yeni Müşteri,161.98,1,0.0,161.98,32.4
2024-05-28,Ev & Yaşam,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,988.16,1,0.0,988.16,256.92
2024-05-28,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Sadık Müşteri,2896.35,1,0.0,2896.35,753.05
2024-05-28,Giyim,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,666.58,1,0.05,633.25,202.64
2024-05-28,Ev & Yaşam,Karadeniz,Web Sitesi,Kayıtlı Müşteri,3668.05,1,0.05,3484.65,906.01
2024-05-28,Giyim,Ege,Mobil Uygulama,Kayıtlı Müşteri,821.01,1,0.0,821.01,262.72
2024-05-28,Kozmetik,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Sadık Müşteri,528.25,1,0.05,501.84,190.7
2024-05-28,Giyim,Marmara,Mobil Uygulama,Kayıtlı Müşteri,630.03,1,0.0,630.03,201.61
2024-05-28,Ev & Yaşam,Ege,Mobil Uygulama,Yeni Müşteri,1340.92,1,0.05,1273.88,331.21
2024-05-28,Elektronik,Marmara,Mobil Uygulama,Yeni Müşteri,3706.15,1,0.05,3520.84,492.92
2024-05-28,Giyim,Marmara,Mobil Uygulama,Yeni Müşteri,765.08,1,0.0,765.08,244.83
2024-05-28,Elektronik,Ege,Web Sitesi,Kayıtlı Müşteri,5816.34,1,0.05,5525.52,773.57
2024-05-28,Elektronik,İç Anadolu,Web Sitesi,Yeni Müşteri,3470.5,1,0.0,3470.5,485.87
2024-05-28,Kozmetik,Marmara,Mobil Uygulama,Sadık Müşteri,455.57,1,0.1,410.01,155.8
2024-05-28,Spor & Outdoor,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Sadık Müşteri,2090.88,2,0.0,4181.76,919.99
2024-05-28,Kitap & Kırtasiye,Ege,Mobil Uygulama,Kayıtlı Müşteri,400.0,1,0.05,380.0,76.0
2024-05-28,Elektronik,İç Anadolu,Mobil Uygulama,Yeni Müşteri,2943.34,1,0.0,2943.34,412.07
2024-05-28,Spor & Outdoor,Marmara,Mobil Uygulama,Kayıtlı Müşteri,1634.79,2,0.0,3269.58,719.31
2024-05-28,Spor & Outdoor,Marmara,Web Sitesi,Yeni Müşteri,1367.11,1,0.0,1367.11,300.76
2024-05-28,Elektronik,Karadeniz,Mobil Uygulama,Sadık Müşteri,3478.66,1,0.1,3130.79,438.31
2024-05-28,Kozmetik,Marmara,Web Sitesi,Kayıtlı Müşteri,205.14,1,0.05,194.88,74.06
2024-05-28,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,1041.19,1,0.0,1041.19,229.06
2024-05-29,Elektronik,Karadeniz,Web Sitesi,Kayıtlı Müşteri,3287.18,1,0.0,3287.18,460.2
2024-05-29,Spor & Outdoor,Ege,Mobil Uygulama,Kayıtlı Müşteri,1066.87,1,0.05,1013.53,222.98
2024-05-29,Elektronik,Marmara,Web Sitesi,Yeni Müşteri,3677.95,2,0.0,7355.89,1029.82
2024-05-29,Elektronik,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,5058.25,1,0.0,5058.25,708.15
2024-05-29,Spor & Outdoor,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,1562.42,1,0.0,1562.42,343.73
2024-05-29,Giyim,İç Anadolu,Web Sitesi,Sadık Müşteri,724.47,2,0.05,1376.49,440.48
2024-05-29,Elektronik,Akdeniz,Mobil Uygulama,Sadık Müşteri,3829.47,1,0.0,3829.47,536.13
2024-05-29,Kozmetik,Marmara,Mobil Uygulama,Kayıtlı Müşteri,900.0,2,0.05,1710.0,649.8
2024-05-29,Kitap & Kırtasiye,İç Anadolu,Mobil Uygulama,Kayıtlı Müşteri,215.36,2,0.05,409.19,81.84
2024-05-29,Kitap & Kırtasiye,Akdeniz,Web Sitesi,Yeni Müşteri,179.64,1,0.1,161.68,32.34
2024-05-29,Ev & Yaşam,Marmara,Mobil Uygulama,Yeni Müşteri,3289.51,2,0.0,6579.02,1710.55
2024-05-29,Giyim,Marmara,Mobil Uygulama,Sadık Müşteri,483.27,1,0.05,459.1,146.91
2024-05-29,Spor & Outdoor,Karadeniz,Web Sitesi,Sadık Müşteri,759.93,1,0.0,759.93,167.18
2024-05-29,Spor & Outdoor,Marmara,Mobil Uygulama,Yeni Müşteri,1058.49,1,0.0,1058.49,232.87
2024-05-29,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Sadık Müşteri,1573.46,1,0.0,1573.46,409.1
2024-05-29,Spor & Outdoor,Ege,Mobil Uygulama,Kayıtlı Müşteri,1285.27,1,0.0,1285.27,282.76
2024-05-29,Ev & Yaşam,Akdeniz,Mobil Uygulama,Kayıtlı Müşteri,2021.13,1,0.05,1920.08,499.22
2024-05-29,Ev & Yaşam,İç Anadolu,Web Sitesi,Kayıtlı Müşteri,3195.7,1,0.0,3195.7,830.88
2024-05-29,Ev & Yaşam,Akdeniz,Web Sitesi,Yeni Müşteri,976.3,1,0.0,976.3,253.84
2024-05-29,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Sadık Müşteri,3046.61,1,0.0,3046.61,792.12
2024-05-29,Spor & Outdoor,Marmara,Mobil Uygulama,Yeni Müşteri,1537.22,2,0.0,3074.44,676.38
2024-05-29,Elektronik,Doğu & Güneydoğu Anadolu,Web Sitesi,Kayıtlı Müşteri,12000.0,1,0.0,12000.0,1680.0
2024-05-29,Ev & Yaşam,İç Anadolu,Mobil Uygulama,Yeni Müşteri,4000.0,3,0.0,12000.0,3120.0
2024-05-29,Giyim,Doğu & Güneydoğu Anadolu,Mobil Uygulama,Sadık Müşteri,1025.7,1,0.05,974.41,311.81
